["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
("port 2","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.8352458475472417e-03 3.1179320736632063e+00
1.9049312435416666e+14 2.1808541355823694e-03 3.2053823288402659e+00
1.9361596245833331e+14 5.8261558711532324e-04 6.9411505698050080e-01
1.9673880056250000e+14 1.4706925369347523e-03 -2.8363685533534394e-01
1.9986163866666666e+14 2.8297572198809160e-03 2.1636050351576869e-01
("port 2","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.2849529652514675e-01 1.7715807270187414e+00
1.9049312435416666e+14 2.9413292858664164e-01 4.8699535350566228e+00
1.9361596245833331e+14 2.6235446261703210e-01 7.9916633528788807e+00
1.9673880056250000e+14 2.3312363671997322e-01 1.1132209231146240e+01
1.9986163866666666e+14 2.0666542694328566e-01 8.0047393513027547e+00
("port 2","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 2.4332661911040635e-03 2.5537439168375466e+00
1.9049312435416666e+14 2.3186186408749635e-03 -1.5101941027073607e-01
1.9361596245833331e+14 1.9646956636465512e-03 -2.3777562623777113e+00
1.9673880056250000e+14 9.6800146815626117e-04 -4.0857424737507078e+00
1.9986163866666666e+14 1.0592252185410616e-03 -4.5836131724444149e+00
("port 3","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2952298329502988e-03 -4.9073591463488631e-01
1.9049312435416666e+14 1.3255001904474409e-03 -3.4844792904319579e+00
1.9361596245833331e+14 1.2755148525556573e-03 -6.2909115533634932e+00
1.9673880056250000e+14 1.2370699180343848e-03 -9.0737531753214533e+00
1.9986163866666666e+14 8.9668016174355449e-04 -1.1785856836407206e+01
("port 3","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.2752052561572259e-01 1.7714761394323606e+00
1.9049312435416666e+14 2.9325729884498880e-01 4.8699908581240194e+00
1.9361596245833331e+14 2.6159429924460059e-01 7.9920388043087369e+00
1.9673880056250000e+14 2.3253624046097884e-01 1.1132665775494555e+01
1.9986163866666666e+14 2.0624990491606512e-01 8.0050049808016084e+00
("port 3","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.3865854278916754e-03 -9.9479876564100567e-01
1.9049312435416666e+14 1.4706959349663032e-02 -3.7812197503205889e+00
1.9361596245833331e+14 1.5701659389132344e-02 -7.5066382502967333e-01
1.9673880056250000e+14 8.0108947764988420e-03 -5.6138045736564823e-01
1.9986163866666666e+14 5.9737385512233657e-03 -2.6640901632911457e-01
("port 3","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.1929204874017101e-01 -2.2056067147475913e+00
1.9049312435416666e+14 9.3975248489019725e-01 8.0612062499337278e-01
1.9361596245833331e+14 9.5381173477466663e-01 3.8437757030844497e+00
1.9673880056250000e+14 9.6320228271128372e-01 6.9021355587027324e+00
1.9986163866666666e+14 9.6906368619552963e-01 9.9761424091063731e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 3.2749587931330959e-01 -1.3702672912544145e+00
1.9049312435416666e+14 2.9324351149695177e-01 1.7283407320503044e+00
1.9361596245833331e+14 2.6158244146003534e-01 4.8504824410039546e+00
1.9673880056250000e+14 2.3251855059650176e-01 7.9911611229304889e+00
1.9986163866666666e+14 2.0621827433130119e-01 4.8634951468502567e+00
("port 4","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.3379860114222902e-03 2.5436298050306574e+00
1.9049312435416666e+14 1.3221905455468197e-03 -4.5284817943792166e-01
1.9361596245833331e+14 1.2239477092034227e-03 -3.2540761640801898e+00
1.9673880056250000e+14 1.1368824752113365e-03 -6.0140414534614566e+00
1.9986163866666666e+14 7.7393556959489925e-04 -8.6795893420980441e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 9.1929317744377470e-01 -2.2056047262318730e+00
1.9049312435416666e+14 9.3975171102013888e-01 8.0611889172636997e-01
1.9361596245833331e+14 9.5381179091972834e-01 3.8437759573681740e+00
1.9673880056250000e+14 9.6320317779502596e-01 6.9021366002839519e+00
1.9986163866666666e+14 9.6906074590869296e-01 9.9761407365958803e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.6947580386095490e-03 -1.0953397900368103e+00
1.9049312435416666e+14 1.4647496553999917e-02 -3.8348480833762952e+00
1.9361596245833331e+14 1.5643550945411436e-02 -8.0402449695940392e-01
1.9673880056250000e+14 8.3652231538631997e-03 -4.6447415175092777e-01
1.9986163866666666e+14 5.4252711609985866e-03 -3.8729090200365152e-01
