["port 1","LEFT"]
["port 2","RIGHT"]
["port 3","LEFT"]
["port 4","RIGHT"]
("port 1","mode 1",1,"port 1",1,"transmission")
(5, 3)
("port 3","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2986497361928623e-01 8.4988427546362055e-01
1.9049312435416666e+14 1.3201986822555070e-01 2.4106787797553682e+00
1.9361596245833331e+14 1.3671836507205393e-01 3.8830668596367546e+00
1.9673880056250000e+14 1.3462156053025826e-01 5.5782620372278444e+00
1.9986163866666666e+14 1.2244817708427082e-01 7.1478274149948362e+00
("port 3","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.5772106404492525e-01 1.3059434351410799e+00
1.9049312435416666e+14 5.9054300034225282e-01 -1.6029558516888458e+00
1.9361596245833331e+14 5.4334783066443681e-01 -4.6775054926589110e+00
1.9673880056250000e+14 5.2094696433733112e-01 -7.5073845986823065e+00
1.9986163866666666e+14 4.3141369161100807e-01 -1.0552843586478918e+01
("port 3","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.3604186148125824e-01 -4.8762032648101900e-01
1.9049312435416666e+14 1.7028801902601032e-01 1.1157486823244687e+00
1.9361596245833331e+14 2.0475936387244215e-01 2.7910256185760867e+00
1.9673880056250000e+14 2.1599055161731670e-01 4.4892231569801107e+00
1.9986163866666666e+14 2.4896853329528515e-01 6.3062979332718587e+00
("port 3","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 7.2157368546369838e-01 3.0819394896310377e+00
1.9049312435416666e+14 7.7148657874219539e-01 2.2841405362029701e-01
1.9361596245833331e+14 8.1093549507406282e-01 -2.5989051755911978e+00
1.9673880056250000e+14 8.4688757685179772e-01 -5.4121623615483649e+00
1.9986163866666666e+14 8.6729444651132537e-01 -8.2034363907220218e+00
("port 4","mode 1",1,"port 1",1,"transmission")
(5, 3)
1.8737028625000000e+14 6.5765231700089344e-01 -1.8357758475704387e+00
1.9049312435416666e+14 5.9055724079591532e-01 -4.7447167466944649e+00
1.9361596245833331e+14 5.4328926583186743e-01 -7.8191179254865206e+00
1.9673880056250000e+14 5.2095796492538649e-01 -1.0648879329779472e+01
1.9986163866666666e+14 4.3136880444662629e-01 -1.3694544008299729e+01
("port 4","mode 1",1,"port 2",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.2991550292928408e-01 -2.2928275739333293e+00
1.9049312435416666e+14 1.3212834049852987e-01 -7.2977565626724061e-01
1.9361596245833331e+14 1.3656373661470453e-01 7.4152403924354737e-01
1.9673880056250000e+14 1.3472321962109071e-01 2.4357102767966117e+00
1.9986163866666666e+14 1.2252950926493382e-01 4.0073545593576494e+00
("port 4","mode 1",1,"port 3",1,"transmission")
(5, 3)
1.8737028625000000e+14 7.2155504116701941e-01 3.0820009520671814e+00
1.9049312435416666e+14 7.7149509852863463e-01 2.2837154184136996e-01
1.9361596245833331e+14 8.1087008569001662e-01 -2.5988320130853446e+00
1.9673880056250000e+14 8.4700763501196819e-01 -5.4120738670722144e+00
1.9986163866666666e+14 8.6735802002588780e-01 -8.2036219462006219e+00
("port 4","mode 1",1,"port 4",1,"transmission")
(5, 3)
1.8737028625000000e+14 1.3581518369274673e-01 -4.8728629138750412e-01
1.9049312435416666e+14 1.7014395071401617e-01 1.1156310673327012e+00
1.9361596245833331e+14 2.0460206575655701e-01 2.7893977719955654e+00
1.9673880056250000e+14 2.1645819320279180e-01 4.4880854945945590e+00
1.9986163866666666e+14 2.4922076535381837e-01 6.3088402375315349e+00
